decision_id,workflow_id,ts,decision_type,actor_type,actor_name,actor_version,objective,input_facts,evidence_refs,evidence_freshness_days,groundedness_score,options_evaluated,selected_action,selection_basis,confidence,policy_evaluations,authority,tool_action,business_outcome,owner,risk_tier
DEC-20260622-677835,677835db-9de8-4fdd-92f5-027b613a938c,2026-06-22T16:19:55+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 409.23, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 3, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:2739""]",21,0.78,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.79,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-479""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-0b403a,0b403aa7-a9f4-4ec4-bc2b-98837eaaa19c,2026-06-22T23:00:58+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 477.34, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 22, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:1141""]",24,0.836,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.836""]",0.84,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-97""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-b80027,b8002728-77ec-4a84-a971-5f96992b56b6,2026-06-22T04:42:25+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 253.07, ""customer_tier"": ""standard"", ""claim_age_days"": 21, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:3713""]",33,0.769,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.769""]",0.77,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-12""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-a33277,a3327767-02f5-40f3-a35a-1daee840f7e4,2026-06-22T08:05:51+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 308.92, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 13, ""channel"": ""ivr_handoff""}","[""order_history_index"", ""order_history_index:6592""]",3,0.678,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.678""]",0.65,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-85""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-61f90d,61f90d9a-63e5-4652-90bc-98e7ff9d9a9d,2026-06-22T17:40:56+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 359.83, ""customer_tier"": ""standard"", ""claim_age_days"": 27, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:8410""]",12,0.824,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.82,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-82""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 359.83}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-54e6b6,54e6b634-9440-4b01-bc91-46ba39a41360,2026-06-22T20:09:13+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 231.66, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 12, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:9969""]",31,0.79,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.79""]",0.78,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-55""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-08d5c1,08d5c10d-0e52-4599-8026-ed5c000bcbe0,2026-06-22T13:55:33+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 310.9, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 9, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:4346""]",32,0.584,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""order_value_above_auto_limit=True"", ""requires_human_judgement""]",0.58,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-293""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-7c5237,7c523748-83d5-488f-8265-640bc43dc082,2026-06-22T03:01:57+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 159.43, ""customer_tier"": ""standard"", ""claim_age_days"": 33, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:6245""]",30,0.852,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.852""]",0.86,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-50""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-48941e,48941e1d-9da6-4504-82f1-262090ba9dd7,2026-06-22T23:52:15+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 397.38, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 36, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:3790""]",2,0.535,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=False"", ""order_value_below_auto_limit=False""]",0.53,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-32""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 397.38}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-4b0788,4b07882a-ed46-422a-a2a6-b3209f85b256,2026-06-22T00:43:34+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 396.02, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 34, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:8145""]",15,0.622,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.63,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-271""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-4f35da,4f35da75-48b7-450f-acb6-bc76a9382a8b,2026-06-22T07:28:07+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 474.67, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 1, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:4987""]",14,0.727,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.7,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-92""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 474.67}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-3019b4,3019b4cf-3526-4ae1-84ca-d911d39f9d4f,2026-06-22T11:51:37+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 447.06, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 14, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:5970""]",4,0.793,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.793""]",0.81,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-31""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260622-72bdda,72bdda0b-ff32-4e7e-81f4-309a536e4916,2026-06-22T03:08:45+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 429.83, ""customer_tier"": ""standard"", ""claim_age_days"": 19, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:7459""]",25,0.846,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.846""]",0.83,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-29""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260622-212e1a,212e1a4e-4084-4f88-97bb-c5059eb5f825,2026-06-22T23:11:02+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 172.03, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 30, ""channel"": ""ivr_handoff""}","[""returns_policy_kb"", ""returns_policy_kb:5202""]",7,0.924,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.924""]",0.94,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-55""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-22646d,22646d47-7254-4832-a7a8-677d3617f240,2026-06-22T08:02:08+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 434.03, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 32, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:8984""]",7,0.909,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.909""]",0.88,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-17""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-a7ff56,a7ff56dc-a2bd-4979-a4d5-020315fcbf6c,2026-06-22T00:56:34+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 411.13, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 19, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:2157""]",33,0.608,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.59,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-70""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 411.13}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-8374e7,8374e79e-ea9e-441a-adcb-aa82698d8db3,2026-06-22T10:49:33+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 176.61, ""customer_tier"": ""standard"", ""claim_age_days"": 5, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:1263""]",5,0.552,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.552""]",0.53,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-74""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-e42e08,e42e0849-cbcf-40ed-a1f9-7564bc47de58,2026-06-22T00:35:59+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 148.18, ""customer_tier"": ""standard"", ""claim_age_days"": 1, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:3527""]",21,0.858,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.858""]",0.83,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-33""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-08b056,08b05604-3ce7-4432-ad5f-1a8db98589df,2026-06-22T22:13:51+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 206.74, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 21, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:8292""]",36,0.575,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.575""]",0.57,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-84""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-c2136e,c2136e38-042f-4fe0-91b9-be57a11aa6dd,2026-06-22T07:23:10+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 156.67, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 2, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:4837""]",20,0.524,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.52,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-58""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 156.67}",Product Owner + Responsible AI/Risk,medium
